1,"El pescado es un alimento perecedero, es por esta razón por la que en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón.","El alimento marino con aletas y escamas es una comida que se descompone con el tiempo, por eso en tiempos antiguos solían usarse varias formas sencillas como el ahumado o la salación."
1,"Una dieta de agua con narices y escamas es un alimento que se echa a perder con el tiempo, razón por la cual en la antigüedad existían muchos métodos sencillos de usar como el ahumado o la sal.",
"
"
2,El proceso que se empleaba en China era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,La técnica que se usaba en China era en extremo nueva el arroz se permitía que el arroz se llenara del moho aspergillus oryzae que parece polvo verde y se revolcaban enteros los alimentos en recipientes bien sellados.
2,"La receta utilizada en China es extremadamente nueva, el arroz se puede llenar con una bebida de Aspergillus oryzae que parece polvo verde y la comida se enrolla en recipientes bien sellados.",
"
"
3,"El moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","El moho consume los carbohidratos de carbono que hay en el arroz por medio de la acción las enzimas, quienes tienen la función de hacer que las cadenas complejas de hidratos de carbono del arroz se hagan azúcares  simples, o sea glucosa, así mismo, las enzimas digestivas del mismo pescado rompen las proteínas de su cuerpo para hacer varios aminoácidos."
3,"M son los carbohidratos en el arroz por la acción de las enzimas, las cuales tienen la función de hacer que las cadenas de carbohidratos en el arroz se conviertan en azúcares simples, es decir, glucosa, de manera similar, las enzimas digestivas del mismo pescado descomponen las proteínas de su cuerpo para producir muchos aminoácidos",
"
"
4,"Este método de conservación de pescados enteros, hace además que los propios enzimas del pescado generen un potente saborizante denominado inosina monofosfato (IMP).",Esta forma de hacer duraderos los pescados provoca que las mismas enzimas de dicho alimento suelten un saborizante fuerte que se llama inosina monofosfato.
4,Este método de hacer pescado correctamente hace que las mismas enzimas en los alimentos liberen un sabor fuerte llamado monofosfato de inosina.,
"
"
5,"La forma de conservar el pescado en salazón era aplicable a las poblaciones que vivían a lo largo del río Mekong, hoy en día es conocida en Japón con el nombre de shiokara, una especie de salsa de pescado (similar al garum romano).","El método para conservar sazonado el pescado solía ser factible de realizarse en los pueblos que existían en el río Mekong, actualmente se le conoce como shiokara en Japón, es una tipo de salsa de pescado."
5,"El método de captura de peces es posible en las ciudades a lo largo del río Mekong, hoy se conoce como shiokara en Japón, es una especie de salsa de pescado",
"
"
6,Las poblaciones de la costa no necesitaban aplicar estos métodos de conservación ya que disponían de pescado durante todo el año.,"Los pueblos que había junto al mar no necesitaban hacer esto, pues todo el año tenían alimento del mar, o sea pescado."
6,"La gente en la playa no necesita hacer esto, porque todos los años comen marisco, es decir, pescado",
"
"
7,"Los cultivadores de arroz a lo largo del río Mekong descubrieron la forma de conservar durante largos períodos de tiempo el pescado en arroz cocido, donde la fermentación proporciona diversos compuestos químicos que aromatizan y proporcionan sabor: ácido láctico y ácido acético (vinagre).","Los campesinos que cultivaban arroz  junto al río Mekong se dieron cuenta de que podrían conservar el pescado con arroz cocido, ahí, se fermenta y da varios productos químicos que dan aroma y sabor, estos son: ácido láctico y acético, o sea el vinagre."
7,"Los agricultores que cultivan arroz a lo largo del río Mekong saben que pueden tratar el pescado con arroz cocido, allí se fermenta y por muchos químicos que le dan un agradable aroma y sabor, estos son: ácido láctico y acético, es decir, vinagre.",
"
"
8,El resultado era un pescado conservado en una pieza y con un olor desagradable.,"De esto, resultó un pescado conservado en un solo trozo y con mal olor."
8,De esto resultó el pescado curado en una pieza y con mal olor,
"
"
9,A pesar de todo el sabor del pescado es agradable para el consumo humano (con toques ácidos).,"Aun con eso, el pescado sabe bien para los humanos."
9,"Aun así, el pescado le sabe bien a los humanos",
"
"
10,"Su preparación posterior, tras sacarlo de las ánforas era simple: se le quitaban las entrañas, se tiraba el arroz y la carne se disponía en piezas para su consumo.","Después de ponerlo fuera de los recipientes que mencionamos antes, es muy fácil prepararlo; se le quitan las tripas, se tira a la basura el arroz y se dispersa en pedazos para comerse."
10,"Después de insertar las cajas antes mencionadas, es muy fácil de preparar; se quitan las tripas, se rompe el arroz y se esparce en trozos para comer",
"
"
11,A esta forma de sushi se la denomina hoy en día nare-zushi (sushi madurado).,"A esta cosa, que se parece al sushi, se le decía nare-zushi."
11,"Esta sustancia, que se parece al sushi, se llama nare-zushi.",
"
"
12,"Es muy posible que poco a poco se dieran cuenta que el arroz del proceso de fermentación era igualmente comestible, pero un sabor ácido y con un fuerte olor a pescado.","Poco a poco, la gente vio que también el arroz se podía comer, sólo que apestaba a pescado y sabía ácido."
12,"Poco a poco, la gente descubrió que también se podía comer arroz, solo que era un pescado agridulce",
"
"
13,"Durante el período del Imperio Mongol que se expandió por el territorio Chino, esta forma de conservar el pescado quedó parcialmente olvidada, quizás por ser las costumbres mongolas más carnívoras.","Fue durante el imperio de los mongoles que se expendió esta receta por china, luego fue olvidada."
13,"Fue durante el régimen mongol que China vendió esta receta, luego se olvidó",
"
"
14,Pero anterior al período Mongol el sushi se había expandido por la zona del mar del Japón.,Antes de ese periodo el sushi era famoso en Japón.
14,"Antes de esa época, el sushi era popular en Japón.",
"
"
15,En Japón este plato proliferó bajo el concepto de una nueva forma de conservar el pescado.,Ahí el platillo fue bien recibido por que servía para conservar comida.
15,Allí los platos fueron bien recibidos porque funcionaba para almacenar comida,
"
"
16,En la época del siglo XVII se inventaba el vinagre de arroz y pronto cambiaría la forma de comer el nare-zushi (narezushi).,"En el siglo diecisiete, partir de la receta antes dicha, surgió el vinagre de arroz como una nueva forma de comer el narezushi."
16,"En el siglo XVII, a partir de la receta antes mencionada, el vinagre de arroz apareció como una nueva forma de comer narezushi",
"
"
17,"Una de las referencias escritas más tempranas sobre el uso del sushi en Japón data del año 718 como parte de un tratado de leyes denominado Yororitsuryo, en el se hace referencia al uso del sushi como forma de pago de impuestos.","Se sabe, por una referencia antigua, que se usó, alguna vez, el sushi para pagar los impuestos."
17,Se sabe desde la antigüedad que el sushi alguna vez se utilizó para pagar impuestos.,
"
"
18,"El descubrimiento del vinagre de arroz, hizo que se mezclase el vinagre con el arroz recién cocinado y se descubriera que no era necesario fermentar el pescado para obtener los sabores y aromas del nare-sushi.","Por otro lado, describir el vinagre con arroz recién hecho, provocó el descubrimiento de la inutilidad de fermentar el pescado para que supiera a naresushi."
18,"Por otro lado, compare el vinagre con el arroz recién hecho, lo que lleva al descubrimiento de la incapacidad del pescado para hacer que sepa a naresushi.",
"
"
19,"A esta nueva forma de ingerir el pescado crudo con arroz la denominaron haya-zushi (sushi rápido), debido a que su preparación era mucho más simple y rápida.","A partir de ese momento, surgió el hayasushi, cuya preparación era veloz y fácil."
19,"A partir de ese momento apareció hayasushi, de su preparación rápida y fácil",
"
"
20,Este tipo de sushi se hizo muy popular y pronto se vendía en puestos callejeros en las zonas más humildes de Osaka.,Este alimento se hizo conocido y se empezó a vender mucho en las calles pobres de Osaka.
20,Esta comida se volvió limpia y comenzó a venderse ampliamente en las calles pobres de Osaka.,
"
"
21,"La preparación del haya-zushi evolucionó durante el período Edo en las cercanías de Edo (la actual Tokio y que significa en japonés: ""puerta en la bahía"") y al final de este período el cocinero Hanaya Yohei (1799-1858) creó un nuevo estilo denominado nigiri-zushi (sushi formado con las manos).","A lo largo de los años, la preparación del sushi rápido en varios estados del oriente evolucionó en zushi nigiri."
21,"En los últimos años, la preparación rápida de sushi en muchos estados del este se ha convertido en zushi nigiri",
"
"
22,Esta preparación rápida del sushi es la que se conoce mayoritariamente en la actualidad y su preparación rápida la ha convertido en un elemento de fast food.,"Es decir sushi hecho a mano, que se preparaba casi igual que hoy en día en algún restaurante de comida rápida."
22,"Es decir, sushi hecho a mano, que aporta casi lo mismo que hoy en día en un restaurante de comida rápida.",
"
"
23,"El sushi empieza a prepararse fuera de Japón debido en parte a las inmigraciones de japoneses a otros países, uno de los países que acepta japoneses es EEUU para trabajar en la construcción de vías ferroviarias.",Los inmigrantes comenzaron a hacer el sushi en E.U. cuando aceptaron a varias personas de Japón para que construyeran trenes y colocaran vías de tren en América.
23,Los inmigrantes comenzaron a hacer sushi en los Estados Unidos cuando reclutaron a un gran número de personas de Japón para construir trenes y colocar las vías del tren en los Estados Unidos.,
"
"
24,De esta forma en 1910 casi cerca de cuarenta mil japoneses inmigran a Estados Unidos para trabajar en la construcción de las líneas ferroviarias.,"Así, en el año de 1910, más de treinta mil japoneses se fueron a América del Norte para hacer trenes y poner vías."
24,"Entonces, en 1910, más de 30 millones de japoneses llegaron a América del Norte para construir trenes y mover trenes.",
"
"
25,El concepto del sushi empezó a ser conocido en California.,El sushi apareció en la vida californiana.
25,El sushi aparece en la vida californiana,
"
"
26,En la actualidad se procura mejorar las variedades de arroz empleados en la elaboración del sushi.,"Hoy en día, tratamos de que loa arroces que se usan sean mejores."
26,Hoy en día intentamos hacer arroces bien aprovechados,
"
"
27,En Japón se emplea una variedad de arroz denominada koshihikari su capacidad para compactarse se encuentra en la tipología de los arroces glutinosos.,"En Japón usan un tipo de arroz que se llama koshihikari, cuya mayor característica es que se compacta; es decir que es arroz glutinoso."
27,"En Japón se usaba una especie de arroz llamado koshihikari, el primero de los cuales se mezclaba; es decir, es arroz proteico",
"
"
28,"Este tipo de arroz es ideal para la elaboración del sushi, pero es reciente en la historia del sushi ya que fue creado en 1956, por la combinación de dos cepas diferentes de Nourin No.1 y Nourin No.22.","Ese arroz es el mejor para hacer sushi, sin embargo apenas hace una años se utiliza para cocinarlo, esto desde 1956, cuando se combinaron las cepas del nourin 1 y nourin 22 que son cepas del arroz."
28,"Este arroz es ideal para hacer sushi, sin embargo, hace un año se usaba para hacer su comida, esto es a partir de 1956, cuando se combinan partes de nourin 1 y nourin 22, que son semillas de arroz.",
"
"
29,"El pescado es un alimento perecedero, es por esta razón por la que en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón.","En la antigüedad se usaban mucho el pescado para ahumar y salazar, esto era porque era un alimento que se echaba a perder muy rápido."
29,"En la antigüedad se usaba mucho pescado para beber y sal, esto se debía a que era un alimento que se echaba a perder muy rápidamente",
"
"
30,El proceso que se empleaba en China era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,"Para el sushi en china se usaba un proceso innovador, para eso se necesita dejar el arroz con aspergillus oryzae a que se enmohezca, este tiene una apariencia de polvo verde; después en un cántaro  bien cerrado se mete el pescado."
30,"Para el sushi en China usamos una nueva receta, pues es importante dejar limpio el arroz con aspergillus oryzae, tiene un aspecto polvoriento; luego coloque el pescado en un frasco bien cerrado",
"
"
31,"El moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","Las enzimas que están en el moho tienen la disposición de alterar las complejas cadenas de hidratos de carbono que existen en el arroz azucares simples (glucosa), y ese moho tiene la finalidad de consumir los hidratos de carbono que existen y así los enzimas digestivos del pescado quiebren las proteínas de su carne para  adquirir los distintos aminoácidos del arroz."
31,"Las enzimas de la arcilla tienden a cambiar las cadenas complejas de carbohidratos en el arroz, azúcares simples (glucosa) y la bebida es la razón de la absorción de los carbohidratos disponibles y, por lo tanto, la La enzima que transporta la comida de los peces descompone las proteínas de la carne para obtener diferentes aminoácidos del arroz.",
"
"
32,"Este método de conservación de pescados enteros, hace además que los propios enzimas del pescado generen un potente saborizante denominado inosina monofosfato (IMP).",Esto ha provocado que los enzimas propios del pescado produzcan un fuerte sabor llamado inosina monofosfato (IMP)
