1,"El pescado es un alimento perecedero, es por esta razón por la que en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón.","El alimento marino con aletas y escamas es una comida que se descompone con el tiempo, por eso en tiempos antiguos solían usarse varias formas sencillas como el ahumado o la salación."
1,"El marisco con alas y escamas es un alimento perecedero, por lo que en la antigüedad se utilizaban muchas formas comunes como el ahumado o la sal.",
"
"
2,El proceso que se empleaba en China era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,La técnica que se usaba en China era en extremo nueva el arroz se permitía que el arroz se llenara del moho aspergillus oryzae que parece polvo verde y se revolcaban enteros los alimentos en recipientes bien sellados.
2,"La tecnología utilizada en China es tan nueva que se permite llenar el arroz con el moho Aspergillus oriza, que parece un polvo verde, y la comida se envuelve en recipientes bien sellados.",
"
"
3,"El moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","El moho consume los carbohidratos de carbono que hay en el arroz por medio de la acción las enzimas, quienes tienen la función de hacer que las cadenas complejas de hidratos de carbono del arroz se hagan azúcares  simples, o sea glucosa, así mismo, las enzimas digestivas del mismo pescado rompen las proteínas de su cuerpo para hacer varios aminoácidos."
3,"El moho utiliza los carbohidratos del arroz mediante la acción de enzimas, que tienen la función de convertir las cadenas complejas de carbohidratos del arroz en azúcares simples, es decir, glucosa, así como las enzimas que digieren el mismo pescado para descomponer las proteínas corporales en diferentes aminas.",
"
"
4,"Este método de conservación de pescados enteros, hace además que los propios enzimas del pescado generen un potente saborizante denominado inosina monofosfato (IMP).",Esta forma de hacer duraderos los pescados provoca que las mismas enzimas de dicho alimento suelten un saborizante fuerte que se llama inosina monofosfato.
4,Las mismas enzimas en los alimentos que hacen que el pescado sea duradero liberan un sabor más fuerte llamado monofosfato de inosina.,
"
"
5,"La forma de conservar el pescado en salazón era aplicable a las poblaciones que vivían a lo largo del río Mekong, hoy en día es conocida en Japón con el nombre de shiokara, una especie de salsa de pescado (similar al garum romano).","El método para conservar sazonado el pescado solía ser factible de realizarse en los pueblos que existían en el río Mekong, actualmente se le conoce como shiokara en Japón, es una tipo de salsa de pescado."
5,"Condimento de pescado en los pueblos del río Mekong, hoy conocido en Japón como Shiokara, un tipo de salsa de pescado",
"
"
6,Las poblaciones de la costa no necesitaban aplicar estos métodos de conservación ya que disponían de pescado durante todo el año.,"Los pueblos que había junto al mar no necesitaban hacer esto, pues todo el año tenían alimento del mar, o sea pescado."
6,"Las personas que están cerca del mar no tienen que hacer esto porque tienen comida del mar, es decir, pescado, durante todo el año.",
"
"
7,"Los cultivadores de arroz a lo largo del río Mekong descubrieron la forma de conservar durante largos períodos de tiempo el pescado en arroz cocido, donde la fermentación proporciona diversos compuestos químicos que aromatizan y proporcionan sabor: ácido láctico y ácido acético (vinagre).","Los campesinos que cultivaban arroz  junto al río Mekong se dieron cuenta de que podrían conservar el pescado con arroz cocido, ahí, se fermenta y da varios productos químicos que dan aroma y sabor, estos son: ácido láctico y acético, o sea el vinagre."
7,"Los agricultores que han cultivado arroz a lo largo del río Mekong se han dado cuenta de que el pescado se puede conservar con arroz cocido, donde se fermenta para obtener una variedad de productos químicos aromáticos y aromatizantes, a saber: ácido láctico y acético, es decir, vinagre.",
"
"
8,El resultado era un pescado conservado en una pieza y con un olor desagradable.,"De esto, resultó un pescado conservado en un solo trozo y con mal olor."
8,"A partir de esto, se conserva un pescado en una sola pieza y sin olor.",
"
"
9,A pesar de todo el sabor del pescado es agradable para el consumo humano (con toques ácidos).,"Aun con eso, el pescado sabe bien para los humanos."
9,"Sin embargo, el pescado le sabe bien a los humanos",
"
"
10,"Su preparación posterior, tras sacarlo de las ánforas era simple: se le quitaban las entrañas, se tiraba el arroz y la carne se disponía en piezas para su consumo.","Después de ponerlo fuera de los recipientes que mencionamos antes, es muy fácil prepararlo; se le quitan las tripas, se tira a la basura el arroz y se dispersa en pedazos para comerse."
