1,"El pescado es un alimento perecedero, es por esta razón por la que en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón.","El alimento marino con aletas y escamas es una comida que se descompone con el tiempo, por eso en tiempos antiguos solían usarse varias formas sencillas como el ahumado o la salación."
1,"El marisco con aletas y escamas es un alimento que se deteriora con el tiempo, por lo que en la antigüedad se utilizaron varias formas sencillas, como ahumar o salar.",
"
"
2,El proceso que se empleaba en China era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,La técnica que se usaba en China era en extremo nueva el arroz se permitía que el arroz se llenara del moho aspergillus oryzae que parece polvo verde y se revolcaban enteros los alimentos en recipientes bien sellados.
2,"La técnica utilizada en China era extremadamente nueva, se dejaba que el arroz se llenara con el molde de Aspergillus oryzae, similar al polvo verde, y la comida se enrollaba entera en recipientes bien sellados.",
"
"
3,"El moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","El moho consume los carbohidratos de carbono que hay en el arroz por medio de la acción las enzimas, quienes tienen la función de hacer que las cadenas complejas de hidratos de carbono del arroz se hagan azúcares  simples, o sea glucosa, así mismo, las enzimas digestivas del mismo pescado rompen las proteínas de su cuerpo para hacer varios aminoácidos."
3,"El moho consume los carbohidratos del arroz por la acción de enzimas que tienen la función de convertir las complejas cadenas de carbohidratos del arroz en azúcar simple, es decir glucosa, de manera similar enzimas. la digestión del mismo pescado descompone las proteínas de su cuerpo para formar varios aminoácidos",
"
"
4,"Este método de conservación de pescados enteros, hace además que los propios enzimas del pescado generen un potente saborizante denominado inosina monofosfato (IMP).",Esta forma de hacer duraderos los pescados provoca que las mismas enzimas de dicho alimento suelten un saborizante fuerte que se llama inosina monofosfato.
4,Esta forma de hacer que el pescado sea resistente hace que las mismas enzimas en los alimentos liberen un sabor fuerte llamado monofosfato de inosina.,
"
"
5,"La forma de conservar el pescado en salazón era aplicable a las poblaciones que vivían a lo largo del río Mekong, hoy en día es conocida en Japón con el nombre de shiokara, una especie de salsa de pescado (similar al garum romano).","El método para conservar sazonado el pescado solía ser factible de realizarse en los pueblos que existían en el río Mekong, actualmente se le conoce como shiokara en Japón, es una tipo de salsa de pescado."
5,"El método de mantener el pescado sazonado era posible en las ciudades del río Mekong, hoy conocido como shiokara en Japón, un tipo de salsa de pescado.",
"
"
6,Las poblaciones de la costa no necesitaban aplicar estos métodos de conservación ya que disponían de pescado durante todo el año.,"Los pueblos que había junto al mar no necesitaban hacer esto, pues todo el año tenían alimento del mar, o sea pescado."
6,"Los pueblos de la orilla del mar no necesitaban hacer esto, porque había comida del mar, es decir, pescado, todo el año.",
"
"
7,"Los cultivadores de arroz a lo largo del río Mekong descubrieron la forma de conservar durante largos períodos de tiempo el pescado en arroz cocido, donde la fermentación proporciona diversos compuestos químicos que aromatizan y proporcionan sabor: ácido láctico y ácido acético (vinagre).","Los campesinos que cultivaban arroz  junto al río Mekong se dieron cuenta de que podrían conservar el pescado con arroz cocido, ahí, se fermenta y da varios productos químicos que dan aroma y sabor, estos son: ácido láctico y acético, o sea el vinagre."
7,"Los agricultores que cultivan arroz a lo largo del río Mekong se dieron cuenta de que podían conservar el pescado con arroz cocido, allí se fermenta y da una variedad de químicos que desprenden aroma y sabor, estos son: ácido láctico y acético.",
"
"
8,El resultado era un pescado conservado en una pieza y con un olor desagradable.,"De esto, resultó un pescado conservado en un solo trozo y con mal olor."
8,"De allí surgió un pescado maloliente, conservado en una sola pieza.",
"
"
9,A pesar de todo el sabor del pescado es agradable para el consumo humano (con toques ácidos).,"Aun con eso, el pescado sabe bien para los humanos."
